work_year,experience_level,employment_type,salary_in_usd,employee_residence,remote_ratio,company_location,job_category
2021,MI,FT,90734,DE,50,DE,Data Scientist
2024,SE,FT,76500,US,0,US,Data Engineer
2024,EN,FT,76500,US,0,US,Data Analyst
2024,MI,FT,76300,US,0,US,Data Scientist
2024,EN,FT,76300,US,0,US,Data Scientist
2024,MI,FT,76300,US,0,US,Business Intelligence
2024,SE,FT,76300,US,0,US,Software & Data Architecture
2023,MI,FT,76300,US,0,US,Business Intelligence
2023,MI,FT,76300,US,0,US,Data Scientist
2023,MI,FT,76300,US,0,US,Business Intelligence
2024,EN,FT,76095,US,0,US,Data Analyst
2023,SE,FT,76050,US,0,US,Data Engineer
2023,SE,FT,76050,ZA,0,ZA,Data Engineer
2024,EN,FT,76000,US,0,US,Data Scientist
2024,SE,FT,76000,US,0,US,Data Analyst
2023,SE,FT,76000,US,0,US,Data Analyst
2023,MI,FT,76000,US,0,US,Research & Science
2023,EN,FT,76000,US,0,US,Machine Learning
2023,MI,FT,76000,US,100,US,Data Engineer
2022,EN,FT,76000,US,50,US,BI & Analytics
2024,EN,FT,75800,US,0,US,Data Analyst
2023,EN,FT,75753,US,0,US,Research & Science
2024,MI,FT,75705,US,0,US,Data Scientist
2024,EN,FT,75700,US,0,US,Data Analyst
2024,MI,FT,75500,US,0,US,Data Engineer
2022,MI,FT,79178,LT,0,LT,Data Engineer
2024,SE,FT,75300,US,0,US,Data Analyst
2024,EN,FT,75065,US,100,US,Data Analyst
2024,EN,FT,75065,US,100,US,Data Analyst
2024,EN,FT,75065,US,100,US,Data Analyst
2023,EN,FT,75065,US,100,US,Data Analyst
2023,EN,FT,75065,US,100,US,Data Analyst
2023,EN,FT,75065,US,100,US,Data Analyst
2023,EN,FT,75065,US,100,US,Data Analyst
2024,MI,FT,93750,GB,100,GB,Data Management
2024,MI,FT,93750,GB,100,GB,Data Management
2024,MI,FT,75000,US,100,US,Data Engineer
2024,EN,FT,75000,US,0,US,Data Analyst
2024,SE,FT,75000,US,0,US,Data Analyst
2024,MI,FT,75000,US,100,US,BI & Analytics
2024,MI,FT,75000,US,100,US,Data Engineer
2024,EN,FT,75000,US,0,US,Data Analyst
2024,MI,FT,75000,US,100,US,Data Analyst
2024,MI,FT,75000,US,0,US,Data Engineer
2024,MI,FT,75000,US,0,US,BI & Analytics
2024,MI,FT,93750,GB,100,GB,Data Management
2024,EN,FT,75000,US,0,US,Data Analyst
2024,EN,FT,93750,GB,0,GB,Data Analyst
2024,EN,FT,83333,FR,0,FR,Data Analyst
2024,EN,FT,75000,US,100,US,Data Analyst
2024,EN,FT,93750,GB,0,GB,Data Analyst
2024,MI,FT,75000,US,0,US,Data Scientist
2024,EN,FT,75000,US,100,US,Data Analyst
2024,MI,FT,75000,US,0,US,Data Scientist
2024,EN,FT,75000,US,0,US,Data Analyst
2024,MI,FT,75000,US,0,US,Data Scientist
2024,MI,FT,75000,US,0,US,BI & Analytics
2024,EN,FT,75000,US,100,US,Data Analyst
2024,MI,FT,75000,US,100,US,Research & Science
2023,EX,FT,92280,GB,100,GB,Leadership & Management
2023,MI,FT,75000,US,0,US,Data Scientist
2023,MI,FT,75000,US,0,US,Data Analyst
2023,EN,FT,75000,US,0,US,Data Analyst
2023,EN,FT,92280,GB,0,GB,Data Engineer
2023,SE,FT,75000,US,100,US,Data Analyst
2023,MI,FT,75000,US,0,US,Data Engineer
2023,MI,FT,75000,US,0,US,Data Analyst
2023,EN,FT,92280,GB,0,GB,Data Analyst
2023,SE,FT,92280,GB,0,GB,Data Analyst
2023,EN,FT,75000,US,0,US,Data Analyst
2023,EN,FT,75000,US,0,US,Data Analyst
2023,EN,FT,92280,GB,0,GB,Data Analyst
2023,EN,FT,92280,GB,0,GB,Data Analyst
2023,MI,FT,75000,US,100,US,Data Analyst
2023,MI,FT,75000,US,0,US,BI & Analytics
2023,SE,FT,75000,US,0,US,Data Analyst
2023,MI,FT,75000,US,0,US,BI & Analytics
2023,SE,FT,75000,US,100,US,Data Engineer
2023,MI,FT,75000,US,0,US,Data Engineer
2023,MI,FT,75000,US,0,US,Data Analyst
2023,SE,FT,75000,US,100,US,Data Analyst
2023,SE,FT,75000,US,0,US,Data Analyst
2023,MI,FT,92280,GB,100,GB,Machine Learning
2023,MI,FT,75000,US,0,US,Business Intelligence
2023,SE,FT,75000,US,0,US,Data Analyst
2023,SE,FT,75000,US,100,US,BI & Analytics
2023,MI,FT,80976,FR,50,FR,Data Engineer
2023,SE,FT,75000,US,0,US,Data Analyst
2023,MI,FT,92280,GB,0,GB,Data Analyst
2023,SE,FT,75000,US,0,US,Data Analyst
2023,MI,FT,75000,US,0,US,Business Intelligence
2023,SE,FT,92280,GB,0,GB,Data Engineer
2023,SE,FT,75000,US,0,US,Data Engineer
2023,SE,FT,75000,US,0,US,Data Analyst
2023,SE,FT,75000,US,100,US,Data Analyst
2023,SE,FT,92280,GB,0,GB,Software & Data Architecture
2023,SE,FT,92280,GB,0,GB,Data Analyst
2023,MI,FT,92280,GB,0,GB,Data Analyst
2023,SE,FT,75000,US,0,US,Data Analyst
2023,MI,FT,92280,GB,100,GB,Data Engineer
2023,MI,FT,75000,US,0,US,Data Analyst
2023,SE,FT,75000,US,0,US,Data Engineer
2023,SE,FT,75000,US,0,US,BI & Analytics
2023,EN,FT,75000,US,0,US,Data Analyst
2023,SE,FT,75000,US,0,US,Data Analyst
2023,SE,FT,75000,US,0,US,Data Analyst
2023,MI,FT,75000,US,0,US,Data Analyst
2023,SE,FT,75000,US,0,US,Data Analyst
2023,MI,FT,75000,US,100,US,Data Analyst
2023,SE,FT,92280,GB,0,GB,Data Analyst
2023,SE,FT,92280,GB,100,GB,Data Scientist
2023,MI,FT,92280,GB,100,GB,Data Engineer
2023,SE,FT,75000,US,100,US,BI & Analytics
2023,SE,FT,75000,US,100,US,Data Analyst
2023,MI,FT,75000,US,100,US,Data Analyst
2023,MI,FT,92280,GB,100,GB,Computer Vision & Deep Learning
2023,SE,FT,75000,US,100,US,Data Engineer
2023,SE,FT,75000,US,100,US,Data Analyst
2023,SE,FT,75000,US,0,US,Data Analyst
2023,SE,FT,75000,US,100,US,Data Analyst
2023,MI,FT,75000,US,100,US,Data Analyst
2023,MI,FT,80976,ES,100,ES,Data Engineer
2023,MI,FT,92280,GB,100,GB,Data Engineer
2023,SE,FT,92280,GB,0,GB,Software & Data Architecture
2023,SE,FT,75000,US,0,US,Data Engineer
2023,SE,FT,75000,US,0,US,Data Engineer
2023,MI,FT,92280,GB,0,GB,Business Intelligence
2023,EN,FT,75000,US,0,US,Data Analyst
2023,SE,FT,75000,US,100,US,Data Engineer
2023,EN,FT,75000,US,100,US,Data Analyst
2023,SE,FT,75000,US,100,US,Data Analyst
2023,SE,FT,75000,US,100,US,Data Analyst
2023,MI,FT,75000,US,0,US,Data Analyst
2023,SE,FT,75000,US,0,US,Data Engineer
2023,MI,FT,75000,US,0,US,Data Engineer
2023,MI,FT,80976,IE,0,IE,Data Scientist
2023,MI,FT,75000,US,100,US,Data Engineer
2023,EN,FT,75000,US,100,US,Data Analyst
2023,SE,FT,75000,US,100,US,Data Analyst
2023,MI,FT,75000,US,100,US,Data Analyst
2023,SE,FT,75000,US,0,US,Data Engineer
2023,EN,FT,75000,US,100,US,Data Analyst
2023,MI,FT,75000,US,0,US,Data Engineer
2023,SE,FT,75000,US,100,US,Data Analyst
2023,EN,FT,75000,US,100,US,Data Analyst
2023,SE,FT,75000,US,100,US,Data Analyst
2023,EN,FT,75000,US,100,US,Data Analyst
2023,EN,FT,75000,US,100,US,Data Analyst
2023,SE,FT,75000,US,100,US,Data Engineer
2023,SE,FT,75000,US,100,US,Data Engineer
2023,SE,FT,75000,US,0,US,Data Engineer
2023,SE,FT,75000,US,100,US,Data Engineer
2022,MI,FT,92350,GB,0,GB,Data Scientist
2022,SE,FT,75000,US,0,US,Data Engineer
2022,MI,FT,75000,US,100,US,Data Analyst
2022,MI,FT,92350,GB,100,GB,Data Engineer
2022,MI,FT,75000,US,100,US,Data Analyst
2022,MI,FT,75000,US,100,US,Data Engineer
2022,SE,FT,92350,GB,0,GB,Data Analyst
2022,SE,FT,92350,GB,0,GB,BI & Analytics
2022,MI,FT,92350,GB,0,GB,Data Engineer
2022,MI,FT,75000,US,0,US,Data Analyst
2022,MI,FT,75000,BO,100,US,Machine Learning
2022,MI,FT,92350,GB,100,GB,Data Engineer
2022,MI,FT,92350,GB,0,GB,Machine Learning
2022,MI,FT,92350,GB,0,GB,Data Engineer
2022,MI,FT,92350,GB,100,GB,Data Engineer
2022,MI,FT,75000,CA,0,CA,Data Analyst
2022,MI,FT,75000,BO,100,US,Machine Learning
2022,MI,FT,75000,CA,100,CA,Data Analyst
2021,SE,FT,88654,GR,100,DK,Data Analyst
2021,SE,FT,103160,GB,100,GB,Data Engineer
2021,MI,FT,88654,BE,100,BE,Machine Learning
2021,MI,FT,88654,DE,50,DE,Data Scientist
2021,MI,FT,75000,US,0,US,Data Analyst
2023,MI,FT,74800,US,0,US,Data Analyst
2023,EN,FT,74540,US,0,US,Data Scientist
2022,EN,FT,74540,US,0,US,Data Scientist
2024,EN,FT,74500,US,0,US,Machine Learning
2023,MI,FT,74500,US,0,US,Data Engineer
2024,EN,FT,74400,US,100,US,Data Analyst
2023,SE,FT,74400,US,100,US,Data Analyst
2023,SE,FT,74400,US,100,US,Data Analyst
2023,SE,FT,74400,US,100,US,Data Analyst
2023,SE,FT,74400,US,100,US,Data Analyst
2023,SE,FT,74400,US,100,US,Data Analyst
2023,SE,FT,74400,US,0,US,Data Analyst
2023,SE,FT,74400,US,0,US,Data Analyst
2023,SE,FT,74400,US,0,US,Data Analyst
2024,MI,FT,74300,US,0,US,Business Intelligence
2024,MI,FT,74300,US,0,US,Data Engineer
2024,EN,FT,74300,US,0,US,Data Analyst
2023,EN,FT,74300,US,100,US,Data Analyst
2024,MI,FT,74276,AU,0,AU,AI Research
2024,SE,FT,74270,CA,0,CA,Machine Learning
2024,MI,FT,74270,CA,0,CA,Data Scientist
2023,SE,FT,74178,US,0,US,Data Analyst
2024,EN,FT,74000,US,0,US,Research & Science
2022,MI,FT,91118,GB,0,GB,Data Engineer
2021,MI,FT,74000,JP,50,JP,Machine Learning
2023,EN,FT,73900,US,0,US,Data Engineer
2024,EN,FT,73756,US,0,US,Data Analyst
2024,SE,FT,73700,US,100,US,Research & Science
2023,MI,FT,73500,US,0,US,Consulting & Strategy
2023,SE,FT,73500,US,100,US,Data Analyst
2023,MI,FT,73400,US,0,US,Data Engineer
2022,SE,FT,77119,FR,100,GB,Machine Learning
2024,SE,FT,81333,LT,0,LT,Machine Learning
2023,SE,FT,79032,LT,0,LT,Machine Learning
2024,MI,FT,73100,US,0,US,Data Scientist
2024,MI,FT,73100,US,0,US,Data Analyst
2024,MI,FT,73100,US,0,US,Data Scientist
2024,MI,FT,73100,US,0,US,Machine Learning
2024,MI,FT,73100,US,0,US,Data Scientist
2024,MI,FT,73100,US,0,US,Data Scientist
2024,SE,FT,73100,US,0,US,Leadership & Management
2024,MI,FT,73100,US,0,US,Data Engineer
2024,MI,FT,73100,US,0,US,Data Scientist
2024,MI,FT,73100,EG,0,EG,Data Scientist
2024,MI,FT,73100,US,0,US,Data Scientist
2024,MI,FT,73100,US,0,US,Data Scientist
2024,SE,FT,73100,US,0,US,Data Analyst
2024,MI,FT,73100,US,0,US,Machine Learning
2024,MI,FT,73100,US,0,US,Data Scientist
2024,MI,FT,73100,US,0,US,Data Scientist
2024,SE,FT,73100,US,0,US,Data Engineer
2024,MI,FT,73100,US,0,US,Machine Learning
2024,MI,FT,73100,US,0,US,Data Scientist
2024,MI,FT,73100,US,0,US,Data Engineer
2024,MI,FT,73100,US,0,US,Data Scientist
2024,MI,FT,73100,US,0,US,Machine Learning
2023,MI,FT,73100,US,0,US,Machine Learning
2023,SE,FT,73100,US,0,US,Data Engineer
2023,MI,FT,73100,US,0,US,Data Scientist
2023,SE,FT,73100,US,0,US,Data Engineer
2023,MI,FT,73100,US,0,US,Data Scientist
2023,MI,FT,73100,US,0,US,Machine Learning
2023,MI,FT,73100,US,0,US,Data Engineer
2023,MI,FT,73100,US,0,US,Data Scientist
2023,SE,FT,73100,US,0,US,Data Analyst
2023,SE,FT,73100,US,0,US,Data Analyst
2023,SE,FT,73100,US,0,US,Data Engineer
2023,EN,FT,73100,US,100,US,Data Scientist
2023,MI,FT,73100,US,0,US,Data Scientist
2023,SE,FT,73100,US,0,US,Data Scientist
2023,MI,FT,73100,US,0,US,Data Scientist
2023,MI,FT,73100,US,0,US,Data Scientist
2023,MI,FT,73100,US,0,US,Data Analyst
2023,SE,FT,73100,US,0,US,Data Engineer
2023,MI,FT,73100,US,0,US,MLOps & Infrastructure
2024,MI,FT,73000,US,0,US,AI Research
2024,MI,FT,73000,US,0,US,Data Engineer
2024,MI,FT,73000,US,0,US,Data Scientist
2024,MI,FT,73000,US,0,US,Data Scientist
2023,EN,FT,73000,US,0,US,AI Research
2023,MI,FT,73000,US,0,US,Data Scientist
2023,SE,FT,73000,US,0,US,Data Analyst
2023,MI,FT,89819,GB,0,GB,Data Engineer
2023,SE,FT,73000,CA,0,CA,Data Engineer
2022,EN,FT,73000,US,0,US,Data Scientist
2021,MI,FT,73000,US,0,US,Data Scientist
2024,MI,FT,72870,US,100,US,Data Scientist
2024,MI,FT,72700,US,0,US,Data Scientist
2023,MI,FT,72700,US,0,US,Data Scientist
2024,MI,FT,72500,US,0,US,Data Analyst
2024,SE,FT,72500,US,0,US,Data Scientist
2023,EN,FT,72500,US,0,US,Data Analyst
2021,EN,FT,72500,US,100,US,Data Engineer
2023,MI,FT,72409,US,0,US,Data Scientist
2023,MI,FT,72400,GB,0,GB,Data Analyst
2024,MI,FT,72360,US,0,US,Data Scientist
2024,MI,FT,80400,LV,0,LV,Data Scientist
2023,MI,FT,78125,LV,0,LV,Data Scientist
2023,SE,FT,72250,US,100,US,Data Analyst
2024,MI,FT,72240,US,0,US,BI & Analytics
2024,EN,FT,72200,US,0,US,Data Analyst
2024,EN,FT,80142,NL,0,NL,Data Analyst
2024,EN,FT,72100,US,0,US,Data Scientist
2024,MI,FT,72100,US,100,US,Data Scientist
2023,MI,FT,72000,US,0,US,Data Engineer
2023,MI,FT,72000,VN,100,VN,Machine Learning
2023,EN,FT,72000,US,100,US,Research & Science
2023,SE,FT,72000,BR,100,BR,Data Engineer
2023,SE,FT,77737,ES,100,ES,Data Engineer
2023,SE,FT,77737,DE,50,DE,Data Engineer
2023,SE,FT,72000,US,100,US,Data Engineer
2023,MI,FT,72000,CO,100,CO,Data Engineer
2023,SE,FT,72000,US,100,US,Data Analyst
2023,SE,FT,72000,AR,100,AR,Data Engineer
2023,SE,FT,72000,US,100,US,Data Analyst
2023,SE,FT,72000,CO,100,CO,Data Engineer
2023,SE,FT,72000,CA,0,CA,Consulting & Strategy
2023,MI,FT,72000,MX,100,MX,Data Engineer
2023,SE,FT,77737,LV,0,LV,Data Scientist
2023,SE,FT,77737,LV,0,LV,Machine Learning
2023,MI,FT,72000,US,0,US,Data Analyst
2023,SE,FT,72000,US,0,US,Research & Science
2022,MI,FT,75648,DE,100,DE,Data Scientist
2020,EN,FT,72000,US,100,US,Data Analyst
2024,EN,FT,71958,US,0,US,Data Analyst
2023,EX,FT,71908,US,100,US,Data Engineer
2023,EN,FT,71908,US,100,US,Data Engineer
2023,EN,FT,71907,US,100,US,Data Scientist
2023,EN,FT,71907,US,100,US,Data Scientist
2024,SE,FT,79765,NL,100,NL,Data Analyst
2024,SE,FT,79653,DE,100,DE,Data Analyst
2023,EN,FT,71615,US,0,US,Data Analyst
2023,SE,FT,71400,US,0,US,Data Scientist
2024,SE,FT,71250,US,0,US,Data Scientist
2024,SE,FT,88973,US,0,US,Leadership & Management
2024,SE,FT,71000,US,0,US,Data Scientist
2024,EN,FT,71000,US,0,US,Data Analyst
2023,SE,FT,71000,US,0,US,Data Scientist
2023,MI,FT,71000,US,100,US,Research & Science
2023,SE,FT,70960,US,0,US,Research & Science
2023,MI,FT,70900,US,0,US,Data Analyst
2023,EN,FT,70800,US,0,US,Data Scientist
2023,EN,FT,70800,US,0,US,Machine Learning
2023,MI,FT,70800,US,0,US,Data Scientist
2023,MI,FT,70600,US,0,US,Data Analyst
2022,SE,FT,70500,US,0,US,Data Engineer
2023,SE,FT,70374,US,0,US,Data Analyst
2023,SE,FT,70374,US,100,US,Consulting & Strategy
2024,MI,FT,70230,AU,0,AU,AI Research
2024,MI,FT,70000,US,0,US,Data Analyst
2024,MI,FT,70000,US,0,US,Data Analyst
2024,EN,FT,70000,US,0,US,Data Analyst
2024,MI,FT,87500,GB,0,GB,Data Engineer
2024,SE,FT,87500,GB,0,GB,Data Scientist
2024,MI,FT,70000,US,100,US,BI & Analytics
2024,MI,FT,70000,US,0,US,Data Management
2024,MI,FT,87500,GB,0,GB,Data Scientist
2024,SE,FT,87500,GB,0,GB,Data Scientist
2024,EN,FT,70000,US,0,US,Data Analyst
2024,EN,FT,70000,US,100,US,Data Analyst
2024,MI,FT,77777,AT,0,AT,Data Engineer
2024,EN,FT,70000,US,0,US,BI & Analytics
2024,MI,FT,70000,US,0,US,Data Analyst
2024,SE,FT,77777,FI,50,FI,Machine Learning
2024,MI,FT,70000,US,0,US,Data Engineer
2024,SE,FT,87500,GB,0,GB,Research & Science
2024,MI,FT,70000,US,0,US,Data Analyst
2024,MI,FT,70000,US,0,US,Data Scientist
2024,MI,FT,70000,US,0,US,Data Engineer
2024,EN,FT,70000,US,100,US,Data Analyst
2024,EN,FT,70000,US,0,US,Data Analyst
2024,MI,FT,70000,US,0,US,Data Engineer
2024,MI,FT,70000,US,0,US,Data Scientist
2024,MI,FT,70000,US,0,US,Data Scientist
2024,MI,FT,70000,US,0,US,Data Analyst
2024,MI,FT,70000,US,0,US,Data Scientist
2024,EN,FT,70000,US,0,US,Machine Learning
2024,SE,FT,70000,US,100,US,Business Intelligence
2024,MI,FT,70000,US,0,US,Data Management
2024,MI,FT,70000,US,0,US,Data Scientist
2024,SE,FT,77777,PT,0,PT,Data Scientist
2023,EN,FT,70000,US,0,US,Data Scientist
2023,SE,FT,86128,GB,0,GB,Business Intelligence
2023,MI,FT,70000,US,0,US,Data Scientist
2023,SE,FT,70000,US,0,US,Data Engineer
2023,MI,FT,86128,GB,0,GB,Data Operations
2023,MI,FT,70000,US,100,US,Data Engineer
2023,EN,FT,70000,US,100,US,Research & Science
2023,SE,FT,70000,US,0,US,Data Engineer
2023,MI,FT,70000,PH,0,PH,Data Analyst
2023,MI,FT,70000,US,100,US,Data Analyst
2023,SE,FT,75577,IE,50,IE,Data Scientist
2023,MI,FT,70000,US,100,US,Data Engineer
2023,MI,FT,86128,GB,0,GB,Data Scientist
2023,SE,FT,70000,US,0,US,Data Engineer
2023,EN,FT,70000,US,0,US,Data Scientist
2023,SE,FT,70000,CO,0,CO,Machine Learning
2023,MI,FT,70000,US,0,US,Research & Science
2023,SE,FT,70000,US,0,US,Data Analyst
2023,MI,FT,75577,NL,0,NL,Machine Learning
2023,SE,FT,70000,US,0,US,Data Analyst
2023,EX,FT,70000,US,100,US,Data Analyst
2023,MI,FT,70000,US,100,US,Data Analyst
2023,EN,FT,70000,US,0,US,Data Scientist
2023,MI,FT,86128,GB,100,GB,AI Research
2023,MI,FT,70000,US,0,US,Data Analyst
2023,MI,FT,70000,US,0,US,Data Scientist
2023,MI,FT,70000,US,0,US,Data Engineer
2023,MI,FT,86128,CA,100,CA,Data Engineer
2023,MI,FT,70000,US,0,US,Data Scientist
2023,MI,FT,70000,US,0,US,Data Analyst
2023,SE,FT,70000,US,0,US,Business Intelligence
2023,SE,FT,70000,US,100,US,Data Analyst
2023,MI,FT,70000,US,0,US,Data Analyst
2023,MI,FT,86128,GB,100,GB,Data Scientist
2023,SE,FT,75577,IT,100,IT,Data Engineer
2023,EX,FT,70000,US,0,US,Data Analyst
2023,SE,FT,70000,US,0,US,Data Analyst
2023,MI,FT,86128,GB,50,GB,Data Analyst
2023,SE,FT,70000,US,0,US,Data Analyst
2023,SE,FT,70000,US,0,US,Data Scientist
2023,MI,FT,86128,GB,0,GB,Data Scientist
2023,SE,FT,70000,US,0,US,Data Analyst
2023,SE,FT,70000,US,0,US,Data Analyst
2023,MI,FT,86128,GB,0,GB,Software & Data Architecture
2023,MI,FT,70000,US,100,US,Data Engineer
2023,MI,FT,70000,US,100,US,Data Engineer
2023,SE,FT,70000,US,0,US,Data Analyst
2023,MI,FT,70000,EG,100,US,Data Analyst
2023,MI,FT,86128,GB,0,GB,Data Engineer
2023,SE,FT,70000,US,0,US,Data Scientist
2023,MI,FT,70000,US,100,US,Data Engineer
2023,EN,FT,70000,US,0,US,Data Analyst
2023,MI,FT,70000,US,100,US,Data Engineer
2023,SE,FT,70000,US,0,US,Data Analyst
2023,EN,FT,51861,CA,100,CA,Data Scientist
2023,SE,FT,70000,US,0,US,Data Analyst
2023,MI,FT,86128,GB,0,GB,Data Scientist
2022,MI,FT,73546,DE,100,DE,Data Scientist
2023,EN,FT,70000,US,100,US,Data Analyst
2023,MI,FT,86128,GB,100,GB,Data Engineer
2023,SE,FT,70000,US,0,US,Data Analyst
2023,EN,FT,70000,IN,0,AU,AI Research
2023,SE,FT,70000,US,0,US,Data Scientist
2023,MI,FT,75577,SI,100,SI,Data Engineer
2023,MI,FT,70000,US,0,US,Data Management
2023,SE,FT,75577,PT,100,PT,Leadership & Management
2023,SE,FT,75577,FR,100,FR,MLOps & Infrastructure
2023,MI,FT,86128,GB,0,GB,Data Analyst
2023,MI,FT,70000,US,0,US,Research & Science
2023,SE,FT,70000,US,0,US,Data Scientist
2023,MI,FT,70000,US,0,US,Data Engineer
2022,MI,FT,70000,US,0,US,Data Engineer
2022,SE,FT,73546,ES,0,ES,Data Engineer
2022,SE,FT,70000,US,0,US,Data Engineer
2022,SE,FT,70000,US,0,US,Data Scientist
2022,SE,FT,70000,US,0,US,Data Analyst
2022,SE,FT,70000,US,0,US,Data Analyst
2022,SE,FT,73546,FR,100,FR,Machine Learning
2022,MI,FT,86193,GB,100,GB,Computer Vision & Deep Learning
2022,SE,FT,70000,US,0,US,Data Operations
2022,SE,FT,73546,PT,0,PT,Data Engineer
2022,MI,FT,73546,NL,50,NL,Data Scientist
2022,MI,FT,73546,GR,100,GR,Data Engineer
2022,MI,FT,86193,GB,100,GB,Data Engineer
2022,MI,FT,73546,ES,100,ES,Data Engineer
2022,SE,FT,86193,GB,0,GB,Data Analyst
2022,MI,FT,73546,ES,100,ES,Data Engineer
2022,MI,FT,86193,GB,100,GB,Data Engineer
2022,MI,FT,73546,GR,100,GR,Data Engineer
2022,MI,FT,86193,GB,0,GB,Data Scientist
2021,SE,FT,82744,BE,50,BE,Machine Learning
2020,EN,FT,70000,US,100,US,Data Engineer
2020,EX,FT,79833,ES,50,ES,Data Engineer
2021,EN,FT,70000,US,100,US,Software & Data Architecture
2021,SE,FT,96282,GB,50,GB,Data Engineer
2020,MI,FT,79833,DE,0,DE,Data Scientist
2021,MI,FT,69999,CZ,50,CZ,Research & Science
2024,MI,FT,69800,US,100,US,Research & Science
2024,MI,FT,69800,US,100,US,Research & Science
2024,SE,FT,69600,US,0,US,Data Scientist
2023,MI,FT,69570,US,0,US,Data Analyst
2023,MI,FT,69570,US,0,US,Data Analyst
2023,EN,FT,69525,US,100,US,Data Analyst
2023,EN,FT,69500,US,100,US,Data Management
2023,SE,FT,75038,ES,100,ES,Machine Learning
2024,EN,FT,69400,US,100,US,Data Analyst
2023,MI,FT,69000,US,0,US,Data Analyst
2023,MI,FT,69000,US,0,US,Data Engineer
2022,SE,FT,69000,US,100,US,Data Analyst
2024,MI,FT,68975,CA,0,CA,Data Scientist
2024,MI,FT,68740,US,0,US,Data Scientist
2024,MI,FT,68637,US,0,US,Data Management
2023,SE,FT,68637,US,100,US,Data Engineer
2023,SE,FT,68550,US,0,US,Data Analyst
2024,SE,FT,68400,US,0,US,Data Analyst
2024,MI,FT,68400,US,0,US,Data Scientist
2023,SE,FT,68400,US,0,US,Data Engineer
2023,SE,FT,68400,US,0,US,Software & Data Architecture
2022,SE,FT,68400,US,100,US,Data Analyst
2024,MI,FT,68300,US,0,US,Data Engineer
2024,SE,FT,68150,US,100,US,Data Analyst
2024,MI,FT,68088,US,0,US,Data Scientist
2024,EN,FT,68000,US,0,US,Data Analyst
2024,EX,FT,68000,US,0,US,Data Analyst
2024,MI,FT,68000,US,0,US,Data Analyst
2024,MI,FT,68000,US,100,US,Data Engineer
2024,EN,FT,68000,US,0,US,Data Analyst
2023,SE,FT,83667,GB,100,GB,Data Engineer
2023,MI,FT,68000,US,0,US,Data Analyst
2023,MI,FT,68000,US,0,US,Data Analyst
2021,MI,FT,54238,GB,50,CA,Data Scientist
2023,MI,FT,67500,US,0,US,Data Analyst
2023,MI,FT,67500,US,0,US,Data Analyst
2023,EN,FT,67500,US,0,US,Data Analyst
2024,SE,FT,67200,US,0,US,Software & Data Architecture
2023,SE,FT,67200,US,0,US,Software & Data Architecture
2024,MI,FT,67000,US,100,US,Data Engineer
2023,SE,FT,67000,US,100,US,Data Analyst
2023,SE,FT,72338,DE,100,DE,Data Analyst
2022,EN,FT,67000,CA,0,CA,Data Analyst
2021,SE,FT,79197,DE,100,DE,BI & Analytics
2022,SE,FT,82280,GB,100,GB,Data Engineer
2024,EN,FT,66820,US,0,US,Data Analyst
2023,MI,FT,66691,US,100,US,Data Analyst
2024,EN,FT,66560,US,0,US,Data Analyst
2022,EN,FT,51081,CA,100,CA,Data Scientist
2023,SE,FT,71475,IT,100,IT,Machine Learning
2024,MI,FT,66100,US,0,US,Consulting & Strategy
2022,MI,FT,66100,US,100,US,Data Analyst
2024,SE,FT,82500,GB,0,GB,BI & Analytics
2024,EN,FT,66000,US,0,US,Research & Science
2024,EN,FT,66000,US,100,US,Data Analyst
2024,EN,FT,66000,US,0,US,Data Analyst
2024,EN,FT,66000,US,100,US,BI & Analytics
2023,MI,FT,66000,US,100,US,Data Analyst
2023,SE,FT,66000,US,0,US,Machine Learning
2023,MI,FT,81206,GB,0,GB,AI Research
2023,SE,FT,71259,ES,100,ES,Data Scientist
2023,SE,FT,66000,US,0,US,Data Analyst
2023,SE,FT,66000,US,100,US,Data Engineer
2022,SE,FT,66000,US,100,US,Software & Data Architecture
2022,SE,FT,69344,PT,100,PT,Machine Learning
2024,MI,FT,65800,US,0,US,Business Intelligence
2024,MI,FT,65800,US,0,US,Business Intelligence
2024,SE,FT,65800,US,0,US,Business Intelligence
2024,MI,FT,65800,US,0,US,Business Intelligence
2023,SE,FT,65800,US,0,US,Business Intelligence
2023,MI,FT,65800,US,0,US,Business Intelligence
2023,MI,FT,65800,US,0,US,Business Intelligence
2024,EN,FT,65750,US,0,US,Data Analyst
2024,EN,FT,65750,US,0,US,Data Analyst
2024,EN,FT,65750,US,0,US,Data Analyst
2024,EN,FT,65750,US,0,US,Data Analyst
2021,SE,FT,77684,FR,50,FR,Data Scientist
2024,MI,FT,65600,US,0,US,Data Analyst
2023,SE,FT,65488,US,0,US,Data Engineer
2023,SE,FT,65488,US,0,US,Data Engineer
2024,EN,FT,65407,CA,0,CA,Data Analyst
2024,EN,FT,65400,US,0,US,Data Analyst
2024,EN,FT,65400,US,0,US,Data Analyst
2023,MI,FT,65300,US,0,US,Data Analyst
2023,SE,FT,79981,GB,0,GB,Data Analyst
2022,SE,FT,80041,GB,100,GB,BI & Analytics
2024,MI,FT,65000,CA,0,CA,Data Engineer
2024,MI,FT,65000,US,100,US,Business Intelligence
2024,MI,FT,65000,US,100,US,Business Intelligence
2024,SE,FT,81250,GB,0,GB,Data Analyst
2024,EN,FT,65000,US,0,US,Data Analyst
